text,label
"If you could have any superpower, what would it be and why?",irrelevant
How many cups of flour are needed to make 10 dozen cookies?,irrelevant
What is the chemical symbol for nitrogen?,irrelevant
Who was the first woman to win a Nobel Prize in literature?,irrelevant
In which country does the Eiffel Tower stand?,irrelevant
What is the name of the longest river in Europe?,irrelevant
What is the capital of Saturn?,irrelevant
Which color of light does a traffic light show when it's in operation?,irrelevant
Who invented the first self-operating typewriter?,irrelevant
How many days are there in a year on Mars?,irrelevant
What type of candy contains more than 98% sugar by weight?,irrelevant
What is the largest organ in your body?,irrelevant
Who was the last person to win the Nobel Prize in Chemistry?,irrelevant
What was the first name of the creator of Microsoft Word?,irrelevant
Which country produces the most coffee in the world?,irrelevant
What is the tallest tree on Earth?,irrelevant
What are the three main types of corals and how do they differ in their structure?,relevant
Describe the process of coral bleaching and its potential causes.,relevant
"How does ocean acidification affect marine organisms, including corals?",relevant
What is the role of symbiotic algae in corals' survival and health?,relevant
Explain the concept of a coral reef and describe some of its unique features.,relevant
"Describe the life cycle of corals, from spawning to egg production.",relevant
"How can human activities, such as pollution and overfishing, impact the health of coral reefs?",relevant
What are some examples of marine mammals that are important to the survival of coral reefs?,relevant
How does climate change affect the migration patterns of various marine species?,relevant
Describe the role of corals in ocean carbon sequestration and how this is affected by changes in their populations.,relevant
How does climate change affect the growth and health of coral reefs?,relevant
What are some key threats to coral reefs that can be addressed through conservation efforts?,relevant
Describe the role of coral symbiosis in maintaining reef ecosystems.,relevant
In what ways have scientists used genetic techniques to study coral biodiversity?,relevant
"What is the impact of overfishing on the diversity of marine life, particularly near coral reefs?",relevant
How do ocean acidification and warming affect coral reefs and their inhabitants?,relevant
Can you explain how artificial reefs can help protect nearby natural coral reefs from damage?,relevant
Discuss the importance of monitoring coral reefs to track environmental changes.,relevant
What are some strategies for restoring damaged coral reefs using marine biotechnology?,relevant
Explain the concept of 'reef recovery' and how it relates to coral reef conservation efforts.,relevant
What is the average weight of a blue whale?,irrelevant
"How many languages do humans speak, including sign language?",irrelevant
Which animal has the longest lifespan in captivity?,irrelevant
What are the top three countries with the most natural gas reserves?,irrelevant
Who was the first person to win the Nobel Prize for Literature twice?,irrelevant
What is the highest temperature recorded on Earth?,irrelevant
How many bones does an octopus have?,irrelevant
What is the chemical symbol for gold?,irrelevant
Which planet in our solar system has the strongest gravitational pull?,irrelevant
